id,release_date,title,publisher,bit_memory,price
106,2000-12-21,ザ・キング・オブ・ファイターズ2000,SNK,682M,38000
107,2001-10-25,戦国伝承2001,SNK,364M,32000
108,2002-03-14,ザ・キング・オブ・ファイターズ2001,サン・アミューズメント/イオリス,892M,39000
109,2002-06-13,メタルスラッグ4,プレイモア/メガ・エンタープライズ,553M,39800
110,2002-09-26,レイジ・オブ・ザ・ドラゴンズ,エヴォガエンターテイメント/プレイモア,564M,39800
111,2002-12-19,ザ・キング・オブ・ファイターズ2002 〜CHALLENGE TO ULTIMATE BATTLE〜,プレイモア/イオリス,681M,39800
112,2003-05-29,新・豪血寺一族 闘婚-Matrimelee-,プレイモア,646M,39800
113,2003-11-13,SNK VS. CAPCOM SVC CHAOS,プレイモア,708M,39800
114,2003-12-11,サムライスピリッツ零,SNKプレイモア/悠紀エンタープライズ,708M,39800
115,2004-02-19,メタルスラッグ5,SNKプレイモア,708M,39800
116,2004-03-18,ザ・キング・オブ・ファイターズ2003,SNKプレイモア/SNKネオジオ,716M,39800
117,2004-07-15,サムライスピリッツ零スペシャル,SNKプレイモア/悠紀エンタープライズ,708M,39800
