id,release_date,title,publisher,bit_memory,price
37,1999-10-21,パチスロ アルゼ王国ポケット ハナビ,アルゼ,4M,3800
38,1999-10-21,ビーストバスター ～闇の生体兵器～,SNK,16M,3800
39,1999-10-21,ポケットラブ ～ｉｆ～,キッド,16M,4800
40,1999-10-21,電車でGO！２ ON ネオジオポケット,タイトー／SNK,32M,4500
41,1999-11-11,つなげてポンッ！２,夢工房,8M,3200
42,1999-11-25,パチンコ必勝ガイド ポケットパーラー,ジャパンヴィステック,8M,3980
43,1999-12-16,それいけ！！ 花札道場,ダイナ,4M,4800
44,1999-12-22,頂上決戦 最強ファイターズ SNK VS. CAPCOM,カプコン／SNK,32M,2800
45,1999-12-22,パーティメール,ADK,8M,3200
46,1999-12-22,ファーゼライ！,サクノス,16M,3800
47,1999-12-29,ネオ・トゥエンティワン,ダイナ,8M,3800
48,1999-12-29,水木しげるの妖怪写真館,水木プロ／SNK,16M,3800
49,2000-01-20,SNK GAL'S FIGHTERS,SNK／夢工房,16M,2500
50,2000-01-20,めざせ！ 漢字王,SNK,16M,3980
51,2000-01-20,機甲世紀ユニトロン,夢工房,16M,3800
52,2000-01-27,ポケットリバーシ,サクセス,4M,2980
53,2000-02-10,神機世界エヴァリューション はてしないダンジョン,スティング／ESP,16M,3800
54,2000-02-10,パチスロ アルゼ王国ポケット アステカ,アルゼ,4M,3800
55,2000-02-24,クルーボーダーズ ポケット,ウエップシステム,8M,3800
56,2000-03-09,コイコイ麻雀,ビスコ,4M,3800
57,2000-03-09,メタルスラッグ セカンドミッション,SNK,32M,2500
58,2000-03-16,パチスロ アルゼ王国ポケット ワードオブライツ,アルゼ,4M,3800
59,2000-03-16,ビックリマン2000 ビバ！ポケットフェスチバァ,セガトイズ,8M,3800
60,2000-03-16,幕末浪漫 特別編 月華の剣士 月に咲く花、散りゆく華,SNK／夢工房,16M,2500
61,2000-03-23,コットン,サクセス,8M,3800
62,2000-04-27,おえかきパズル,サクセス,4M,2980
63,2000-04-27,メモリーズオフ・ピュア,キッド 8M,4800
64,2000-05-25,ソニック・ザ・ヘッジホッグ ポケットアドベンチャー,セガ／SNK,16M,3800
65,2000-05-25,ダイナマイトスラッガー,ADK,8M,3800
66,2000-06-06,がんばれねおぽけくん（仮）,SNK,16M,3800
67,2000-06-22,伝説のオウガバトル外伝 ゼノビアの皇子,クエスト／SNK,16M,3800
68,2000-06-22,ネオ・バカラ,ダイナ,8M,3800
69,2000-07-06,THE KING OF FIGHTERS バトルDEパラダイス,SNK,16M,3800
70,2000-07-06,パチスロ・アルゼ王国ポケット ポルカノ２,アルゼ</TD,8M,3800
71,2000-07-06,ロックマン バトル＆ファイターズ,カプコン,16M,4800
72,2000-08-10,クルクルジャム,SNK,16M,3800
73,2000-08-10,デルタワープ,イオシス,4M,3800
74,2000-10-26,パチスロ アルゼ王国ポケット デルソル２,アルゼ,8M,3800
75,2000-11-23,インフィニティ・キュア,キッド,8M,4800
76,2000-11-23,にげロンパ,電脳映像製作所,8M,3800
77,2000-11-23,ビッグバンプロレス,SNK／夢工房,16M,3800
78,2000-12-14,パチスロ アルゼ王国ポケット 大花火,アルゼ,8M,3800
79,2001-01-25,パチスロ アルゼ王国ポケット デルソル2,アルゼ,8M,3800
80,2001-03-29,スーパーリアル麻雀プレミアムコレクション,セタ／SNK,16M,4250
81,2001-03-29,パチスロ アルゼ王国ポケット イーカップ,アルゼ,8M,3800
82,2001-09-13,SNK VS. CAPCOM カードファイターズ2 EXPAND EDITION,カプコン／SNK,16M,4500
