id,release_date,title,publisher,bit_memory,price
81,1990-08-12,ドラゴンスレイヤーI,エポック社,256K,3090
82,1990-08-24,パワーミッション,バップ,1M,3500
83,1990-08-25,機動警察パトレイバー 狙われた街1990,ユタカ,1M,3500
84,1990-08-31,バトルピンポン,クエスト,512K,3300
85,1990-08-31,ボンバーボーイ,ハドソン,1M,3500
86,1990-09-14,ファミスタ,ナムコ,1M,3500
87,1990-09-14,プロレス,ヒューマン,1M,3500
88,1990-09-21,サイドポケット,DECO,512K,3300
89,1990-09-21,ダックテールス,カプコン,512K,3300
90,1990-09-21,バルダーダッシュ,ビクター音楽産業,512K,3400
91,1990-09-21,ルナランダー,パック・イン・ビデオ,1M,3500
92,1990-09-28,F1ボーイ,アスク講談社,512K,3300
93,1990-09-28,おいらじゃじゃ丸!世界大冒険,ジャレコ,1M,3400
94,1990-10-05,うおーズ,トーワチキ,512K,3090
95,1990-10-06,SDガンダム外伝 ラクロアンヒーローズ,バンダイ,1M,3800
96,1990-10-10,信長の野望 ゲームボーイ版,光栄,1M,5800
97,1990-10-12,アストロラビー,IGS,512K,3300
98,1990-10-12,ツインビーだ!,コナミ,1M,3500
99,1990-10-12,パラメデス,ホット・ビィ,256K,3300
100,1990-10-16,ゴーストバスターズ2,HAL研究所,1M,3400
101,1990-10-19,モンスタートラック,バリエ,512K,3200
102,1990-10-19,ロードスター,トンキンハウス,1M,3300
103,1990-10-23,海戦ゲーム レーダーミッション,任天堂,1M,2600
104,1990-10-23,それ行け! アミーダ君,ココナッツジャパン,256K,2980
105,1990-10-26,アフターバースト,メサイヤ,512K,3090
106,1990-10-26,ベリウス ローラン城の魔獣,サミー,512K,3300
107,1990-11-09,F1レース,任天堂,1M,2600
108,1990-11-09,トランプボーイII,パック・イン・ビデオ,512K,3500
109,1990-11-09,ふしぎなブロビー 〜プリンセス・ブロブを救え!〜,ジャレコ,512K,3400
110,1990-11-16,アレサ,やのまん,1M,3800
111,1990-11-16,パックマン,ナムコ,512K,3500
112,1990-11-16,パラソルヘンべえ,エポック社 セタ,512K,3300
113,1990-11-30,キャデラックII,ヘクト,512K,3300
114,1990-11-30,GO!GO!TANK,コピアシステム,512K,3400
115,1990-11-30,バトル・ブル,セタ,1M,3500
116,1990-12-07,海戦ゲーム NAVYBLUE 90,ユース,1M,3500
117,1990-12-07,ころダイス,キングレコード,256K,3300
118,1990-12-07,スコットランドヤード,東映動画,1M,3300
119,1990-12-07,ちびまる子ちゃん おこづかい大作戦!,タカラ,512K,3400
120,1990-12-07,熱血硬派くにおくん 番外乱闘編,テクノスジャパン,1M,3500
121,1990-12-07,バブルボブル,タイトー,1M,3600
122,1990-12-07,ペインターモモピー,シグマ商事,512K,3300
123,1990-12-07,ヘッドオン,テクモ,512K,3300
124,1990-12-08,鬼忍降魔録 ONI,バンプレスト,1M,3800
125,1990-12-11,スパルタンX,アイレム,512K,3500
126,1990-12-12,プリプリ PRIMITIVE PRINCESS!,サンソフト,512K,3200
127,1990-12-13,ドラゴンテール,アイマックス,1M,3500
128,1990-12-14,カード＆パズル コレクション 銀河,ホット・ビィ,512K,3500
129,1990-12-14,クラックス,ハドソン,256K,3500
130,1990-12-14,Sa・Ga2 秘宝伝説,スクウェア,2M,4800
131,1990-12-14,ネコジャラ物語,KEMCO,1M,3300
132,1990-12-14,ポケットスタジアム,アトラス,512K,3300
133,1990-12-18,ゴジラくん 怪獣大行進,東宝,1M,3500
134,1990-12-20,ポン太とヒナ子の珍道中 〜友情編〜,ナグザット,512K,3400
135,1990-12-21,石田芳夫 詰碁パラダイス,ポニーキャニオン,512K,3400
136,1990-12-21,カプコンクイズ ハテナ?の大冒険,カプコン,2M,3500
137,1990-12-21,グレムリン2 -新・種・誕・生-,サンソフト,1M,3400
138,1990-12-21,バトルユニットZEOTH,ジャレコ,1M,3400
139,1990-12-21,バブルゴースト,ポニーキャニオン,256K,3090
140,1990-12-22,飛龍の拳外伝,カルチャーブレーン,1M,3500
141,1990-12-22,モンスターメーカー,ソフエル,1M,3500
142,1990-12-23,アメリカ横断ウルトラクイズ,トミー,2M,3980
143,1990-12-31,ドルアーガの塔,エンジェル,1M,3500
144,1991-01-08,コントラ,コナミ,1M,3500
145,1991-01-08,突撃!ポンコツタンク,HAL研究所,1M,3300
146,1991-01-11,タイトーチェイスH.Q.,タイトー,1M,3600
147,1991-01-25,突撃ばれいしょんず,アトラス,512K,3300
148,1991-02-08,鬼ヶ島パチンコ店,ココナッツジャパン,1M,3500
149,1991-02-08,ライサンダー,ニチブツ,1M,3600
150,1991-02-15,バーガータイム・デラックス,DECO,512K,3300
151,1991-02-15,三毛猫ホームズの騎士道,アスク講談社,1M,3500
152,1991-02-26,怒りの要塞,ジャレコ,1M,3400
153,1991-02-28,レーシング魂,アイレム,512K,3500
154,1991-02-28,F-1スピリット,コナミ,1M,3500
155,1991-03-01,ドラえもん 対決ひみつ道具!!,エポック社,1M,3500
156,1991-03-01,ロボコップ,EPIC・ソニー,1M,3500
157,1991-03-08,スーパー桃太郎電鉄,ハドソン,2M,4500
158,1991-03-08,戦国忍者くん,UPL,1M,3800
159,1991-03-15,ループス,マインドスケープ,256K,3090
160,1991-03-19,R-TYPE,アイレム,1M,3600
161,1991-03-20,ファーステスト・ラップ,バップ,1M,3800
162,1991-03-29,ジェムジェム,ビック東海,512K,3800
163,1991-03-29,ファミリージョッキー,ナムコ,1M,3500
164,1991-04-05,ソロモンズ倶楽部,テクモ,512K,3300
165,1991-04-05,パロディウスだ!,コナミ,2M,3800
166,1991-04-12,ファイナルリバース,東映動画,512K,3400
167,1991-04-12,ワールド・アイスホッケー,アテナ,1M,3500
168,1991-04-19,カーブノア,コナミ,1M,3800
169,1991-04-19,茶々丸パニック,ヒューマン,512K,2900
170,1991-04-19,リトルマスター ライクバーンの伝説,徳間書店インターメディア,1M,4200
171,1991-04-20,スーパーロボット大戦,バンプレスト,1M,3980
172,1991-04-26,相撲ファイター 東海道場所,アイマックス,1M,3500
173,1991-04-26,熱血高校サッカー部 ワールドカップ編,テクノスジャパン,1M,3500
174,1991-04-26,ミッキーマウスII,KEMCO,1M,3090
175,1991-04-26,ミニ・パット,A-WAVE,512K,3400
176,1991-04-26,ラッキーモンキー,ナツメ,512K,3090
177,1991-04-27,からくり剣豪伝ムサシロード,ユタカ,1M,3500
178,1991-04-27,トーピドー・レンジ,セタ,1M,3800
179,1991-05-10,キッチンパニック,ココナッツジャパン,1M,3800
180,1991-05-11,サンリオカーニバル,キャラクターソフト,512K,3296
181,1991-05-17,一発逆転!!DX馬券王,アスミック,1M,5900
182,1991-05-17,ラブルセイバー,キングレコード,1M,3500
183,1991-05-18,SDコマンドガンダム G-ARMS オペレーションガンダム,バンダイ,1M,3500
184,1991-05-21,ゲームボーイウォーズ,任天堂,2M,3500
185,1991-05-24,アスミッくんワールド2,アスミック,1M,3900
186,1991-05-24,スノーブラザーズ・ジュニア,ナグザット,1M,3800
187,1991-05-31,レジェンド -明日への翼-,クエスト,1M,4500
188,1991-06-07,サッカー,トンキンハウス,1M,3500
189,1991-06-12,大戦略,ヒロ,1M,4800
190,1991-06-15,まじかる☆タルるートくん,バンダイ,1M,3500
191,1991-06-21,ジャングルウォーズ,ポニーキャニオン,2M,4800
192,1991-06-21,チョップリフターII,ビクター音楽産業,1M,3400
193,1991-06-28,エアロスター,ビック東海,1M,3300
194,1991-06-28,人生ゲーム伝説,タカラ,1M,3980
195,1991-06-28,聖剣伝説 〜ファイナルファンタジー外伝〜,スクウェア,2M,4800
196,1991-07-11,元祖!! ヤンチャ丸,アイレム,1M,3600
197,1991-07-12,ヴァトルギウス,IGS,1M,3900
198,1991-07-12,ドラキュラ伝説II,コナミ,1M,3800
199,1991-07-16,紫禁城 SHI KIN JYO,東映動画,512K,3500
200,1991-07-19,ハットリス,BPS,512K,3500
201,1991-07-21,恋は駆け引き,ポニーキャニオン,256K,3090
202,1991-07-26,バニシングレーサー,ジャレコ,1M,3500
203,1991-07-26,ロックマンワールド,カプコン,2M,3500
204,1991-08-02,茶々丸冒険記3 アビスの塔,ヒューマン,1M,3900
205,1991-08-02,パズルボーイII,アトラス,512K,2980
206,1991-08-02,フリートコマンダーVS.,アスキー,2M,4635
207,1991-08-03,ペケとポコのダルマンバスターズ,バンプレスト,512K,3300
208,1991-08-09,エレベーターアクション,タイトー,512K,3400
209,1991-08-09,ネメシスII,コナミ,2M,3800
210,1991-08-09,バトルシティー,ノバ,256K,3090
211,1991-08-09,東尾修監修・プロ野球スタジアム'91,徳間書店インターメディア,1M,4200
212,1991-08-09,メガリット,アスミック,1M,3900
213,1991-08-23,ボンバーキング シナリオ2,サンソフト,1M,3400
214,1991-09-13,時空戦記ムー,ハドソン,2M,4500
215,1991-09-13,ちびまる子ちゃん2 デラックスまる子ワールド,タカラ,1M,3800
216,1991-09-13,ナイトクエスト,タイトー,1M,3600
217,1991-09-20,ウイナーズホース,メサイヤ,1M,4000
218,1991-09-27,アレサII,やのまん,2M,4800
219,1991-09-27,少年アシベ ゆうえんちパニック,タカラ,1M,3800
220,1991-09-27,テクモボウルGB,テクモ,2M,3800
221,1991-10-01,ウィザードリィ外伝I 女王の受難,アスキー,2M,4635
222,1991-10-18,ザードの伝説,ビック東海,1M,3980
223,1991-10-25,ドラゴンズレア,EPIC・ソニー,1M,3500
224,1991-11-01,コナミックゴルフ,コナミ,1M,3800
225,1991-11-08,熱血高校ドッジボール部 〜強敵!闘球戦士の巻〜,テクノスジャパン,1M,3600
226,1991-11-15,ティーンエイジ・ミュータント・ニンジャ・タートルズ2,コナミ,2M,3800
227,1991-11-22,華佗,パーティールーム21,512K,3500
228,1991-11-22,ポパイ2,シグマ商事,,3500
229,1991-11-29,アルタードスペース,EPIC・ソニー,1M,3500
230,1991-11-29,スーパーチャイニーズランド2 宇宙大冒険,カルチャーブレーン,2M,3980
231,1991-12-03,ナムコクラシック,ナムコ,1M,3500
232,1991-12-06,ドッジボーイ,トンキンハウス,1M,3500
233,1991-12-13,サーガイア,タイトー,1M,3600
234,1991-12-13,時空の覇者 Sa・Ga3 完結編,スクウェア,2M,4900
235,1991-12-13,忍者龍剣伝GB 摩天楼決戦,テクモ,1M,3800
236,1991-12-13,パチンコ西遊記,ココナッツジャパン,1M,3900
237,1991-12-13,バトルオブキングダム,メルダック,1M,3800
238,1991-12-13,マインスウィーパー 掃海艇,パック・イン・ビデオ,256K,3500
239,1991-12-13,ワールドビーチバレー,IGS,1M,3900
240,1991-12-14,ヨッシーのたまご,任天堂,512K,2600
241,1991-12-14,ウルティマ 〜失われたルーン〜,ポニーキャニオン,1M,4800
242,1991-12-14,きんぎょ注意報! わぴこのわくわくスタンプラリー!,ユタカ,1M,3500
243,1991-12-20,アメリカ横断ウルトラクイズ PART2,トミー,2M,3980
244,1991-12-20,太陽の勇者ファイバードGB,アイレム,1M,3800
245,1991-12-20,モノポリー,トミー,2M,3980
246,1991-12-20,ロックマンワールド2,カプコン,2M,3500
247,1991-12-25,がんばれゴエモン さらわれたエビス丸,コナミ,2M,3800
248,1991-12-26,桃太郎伝説外伝,ハドソン,2M,4500
249,1991-12-27,ジャンケンマン,メサイヤ,512K,3600
250,1991-12-27,中嶋悟監修 F-1 HERO GB,バリエ,1M,3500
251,1991-12-27,ピータン,カネコ,1M,3600
252,1991-12-28,絶対無敵ライジンオー,トミー,512K,3200
253,1991-12-29,ウルトラマン,ベック,1M,3500
254,1992-01-08,機甲警察メタルジャック,タカラ,1M,3800
255,1992-01-10,トキオ戦鬼 英雄列伝,ヒューマン,1M,4500
256,1992-01-14,Q*bert,ジャレコ,512K,4200
257,1992-01-18,SDガンダム SD戦国伝2 天下統一編,バンダイ,2M,4800
258,1992-01-21,メトロイドII RETURN OF SAMUS,任天堂,2M,3500
259,1992-01-24,しっぽでブン!,バップ,512K,3800
260,1992-01-24,雀卓ボーイ,ナムコ,1M,3500
261,1992-01-31,TWIN,アテナ,1M,3900
262,1992-02-01,タイニートゥーン アドベンチャーズ,コナミ,1M,3500
263,1992-02-14,WWFスーパースターズ,ホット・ビィ,1M,3900
264,1992-02-14,トラックミート めざせ!バルセロナ,ヒロ,1M,3800
265,1992-02-21,怒りの要塞2,ジャレコ,1M,3900
266,1992-02-21,ベリウスII,サミー,1M,4200
267,1992-02-28,ONI II 隠忍伝説,バンプレスト,2M,4980
268,1992-02-28,新世紀GPXサイバーフォーミュラ,バリエ,1M,3980
269,1992-02-28,平成天才バカボン,ナムコ,1M,3500
270,1992-03-06,高橋名人の冒険島II,ハドソン,1M,3800
271,1992-03-06,ドラゴンスレイヤー外伝 眠りの王冠,エポック社,1M,4500
272,1992-03-06,ラブルセイバーII,キングレコード,512K,3800
273,1992-03-13,ハドソン・ホーク,EPIC・ソニー,1M,3500
274,1992-03-13,読本 夢五誉身 -天神怪戦2-,メルダック,2M,4500
275,1992-03-19,スーパーストリート・バスケットボール,バップ,1M,4200
276,1992-03-19,ロボコップ2,EPIC・ソニー,1M,3500
277,1992-03-27,キャプテン翼VS,テクモ,2M,4200
278,1992-03-27,チキチキマシン猛レース,アトラス,1M,3900
279,1992-03-27,雀四郎,サミー,512K,3800
280,1992-03-27,ちびまる子ちゃん3 めざせ!ゲーム大賞の巻,タカラ,1M,3800
281,1992-03-27,プロサッカー,イマジニア,1M,3800
282,1992-03-27,リトルマスター2 雷光の騎士,徳間書店インターメディア,2M,4800
283,1992-03-28,バットマン -リターンオブザジョーカー-,サンソフト,1M,3800
284,1992-04-03,フック,EPIC・ソニー,1M,3500
285,1992-04-17,DX馬券王Z,アスミック,1M,5900
286,1992-04-24,炎の闘球児 ドッジ弾平,ハドソン,2M,4500
287,1992-04-24,ミグレイン,アクレイムジャパン,256K,3980
288,1992-04-27,星のカービィ,任天堂,2M,2900
289,1992-04-28,ポケットバトル,シグマ,1M,3500
290,1992-04-28,レッド・オクトーバーを追え!,アルトロン,1M,4500
291,1992-05-02,とらっぱーず天国 SPY VS SPY,KEMCO,1M,3800
292,1992-05-02,パネルの忍者ケサマル,エポック社,512K,3500
293,1992-05-29,X（エックス,任天堂,2M,3900
294,1992-06-26,スーパーハンチバック,イマジニア,1M,3800
295,1992-06-26,ソリテア,ヘクト,512K,3900
296,1992-06-26,ホーム・アローン,アルトロン,1M,4500
297,1992-07-03,うる星やつら -ミス友引を捜せ!-,やのまん,2M,5200
298,1992-07-10,まじかる☆タルるートくん2 ライバーゾーンパニック!!,バンダイ,1M,3500
299,1992-07-17,宇宙戦艦ヤマト,ベック,2M,3900
300,1992-07-17,コナミックスポーツ イン バルセロナ,コナミ,1M,3500
301,1992-07-17,東尾修監修 プロ野球スタジアム'92,徳間書店インターメディア,2M,4800
302,1992-07-17,らんま1/2 熱烈格闘編,バンプレスト,2M,3980
303,1992-07-24,ダウンタウン熱血行進曲 どこでも大運動会,テクノスジャパン,2M,3800
304,1992-07-24,バイオニックコマンドー,カプコン,2M,3500
305,1992-07-24,プリンス・オブ・ペルシャ,メサイヤ,1M,3980
306,1992-07-30,ファミスタ2,ナムコ,1M,3500
307,1992-07-31,ペンタドラゴン,やのまん,2M,4800
308,1992-07-31,大工の源さん ゴーストビルディングカンパニー,アイレム,2M,3800
309,1992-08-07,クイズ世界はSHOW by ショーバイ!!,タカラ,2M,3980
310,1992-08-07,シーザースパレス,ココナッツジャパン,1M,3980
311,1992-08-07,ちびまる子ちゃん4 これが日本だよ!王子さま,タカラ,1M,3800
312,1992-08-07,ナノノート,コナミ,1M,4500
313,1992-08-07,バーサスヒーロー 格闘王への道,バンプレスト,1M,3980
314,1992-08-07,マサカリ伝説 金太郎アクション編,トンキンハウス,2M,3980
315,1992-08-11,中嶋悟監修 F-1 HERO GB '92,バリエ,2M,3980
316,1992-08-28,ハイパーブラックバス,ホット・ビィ,2M,4500
317,1992-09-04,SDガンダム SD戦国伝3 地上最強編,バンダイ,2M,4800
318,1992-09-04,セレクションII 暗黒の封印,KEMCO,2M,4800
319,1992-09-12,キン肉マン ザ☆ドリームマッチ,ユタカ,1M,3500
320,1992-09-14,カエルの為に鐘は鳴る,任天堂,4M,3900
321,1992-09-17,ビタミーナ王国物語,ナムコ,2M,4900
322,1992-09-25,コナミックバスケット,コナミ,1M,3500
323,1992-09-25,メルヘン倶楽部,ナグザット,1M,3800
324,1992-09-30,三國志 ゲームボーイ版,光栄,2M,6800
325,1992-10-09,パチンコかぐや姫,ココナッツジャパン,1M,3864
326,1992-10-16,馬番倶楽部,ヘクト,512K,5800
327,1992-10-16,SPOT,BPS,256K,3500
328,1992-10-16,アレサIII,やのまん,2M,4800
329,1992-10-16,バトルドッジボール,バンプレスト,1M,4980
330,1992-10-21,スーパーマリオランド2 6つの金貨,任天堂,4M,3900
331,1992-10-23,アダムス・ファミリー,ミサワエンターテイメント,1M,3900
332,1992-10-30,キョロちゃんランド,ヒロ,256K,3980
333,1992-10-30,ランパート,ジャレコ,1M,4000
334,1992-11-06,ファンタズム,ジャレコ,2M,3900
335,1992-11-13,セイントパラダイス 最強の戦士たち,バンダイ,2M,4800
336,1992-11-13,フェラーリ,ココナッツジャパン,1M,4300
337,1992-11-20,タンブルポップ,DECO,1M,3800
338,1992-11-21,ヨッシーのクッキー,任天堂,1M,2900
339,1992-11-27,アメリカ横断ウルトラクイズ PART3 チャンピオン大会,トミー,2M,3500
340,1992-11-27,きんぎょ注意報!2 ぎょぴちゃんをさがせ!,ビーアイ,1M,4980
341,1992-11-27,元気爆発ガンバルガー,トミー,1M,3800
342,1992-11-27,コナミックアイスホッケー,コナミ,1M,3500
343,1992-11-27,GB原人,ハドソン,2M,3980
344,1992-11-27,トリップワールド,サンソフト,2M,3500
345,1992-12-11,R-TYPE II,アイレム,1M,3800
346,1992-12-11,スーパービックリマン 伝説の石版,ユタカ,2M,3800
347,1992-12-11,ぬ〜ぼ〜,アイレム,2M,3800
348,1992-12-11,ミラクルアドベンチャー エスパークス,トミー,1M,3800
349,1992-12-11,ロックマンワールド3,カプコン,2M,3500
350,1992-12-15,ダンジョンランド,エニックス,1M,4600
351,1992-12-18,宇宙の騎士テッカマンブレード,ユタカ,1M,3500
352,1992-12-18,木づちだクイズだ源さんだ!,アイレム,2M,3800
353,1992-12-18,クイズ日本昔話 アテナのハテナ?,アテナ,2M,3980
354,1992-12-18,地球解放軍ジアース,T&E SOFT,1M,3500
355,1992-12-18,ドクターフランケン,KEMCO,1M,3900
356,1992-12-18,トムとジェリー,アルトロン,1M,4500
357,1992-12-18,美少女戦士セーラームーン,エンジェル,1M,3500
358,1992-12-18,ひとりでできるもん! 〜クッキング伝説〜,バップ,1M,3900
359,1992-12-18,ミッキーズ・チェイス,KEMCO,1M,3800
360,1992-12-19,ドラえもん2 アニマル惑星伝説,エポック社,1M,3900
361,1992-12-22,4 IN 1 ファンパック,イマジニア,1M,3800
362,1992-12-22,ルーニー・テューンズ バッグスバニーとゆかいな仲間たち,サンソフト,2M,3600
363,1992-12-25,ゼノン2 メガブラスト,PCMコンプリート,1M,3864
364,1992-12-25,バトルスペース バーコードボーイ同梱,ナムコ,512K,8300
365,1992-12-25,女神転生外伝 ラストバイブル,アトラス,2M,5300
366,1992-12-26,ウィザードリィ外伝II 古代皇帝の呪い,アスキー,2M,4635
367,1992-12-27,Jリーグ ファイティングサッカー,IGS,1M,4800
368,1992-12-27,ヘラクレスの栄光 -動き出した神々-,DECO,2M,4800
369,1993-01-03,悪魔城すぺしゃる ぼくドラキュラくん,コナミ,2M,3800
370,1993-01-08,ダーティ・レーシング,ジャレコ,1M,3900
371,1993-01-29,新日本プロレスリング 闘魂三銃士,バリエ,1M,3980
372,1993-01-29,リングレイジ,タイトー,1M,3900
373,1993-02-12,サンダーバード,ビーアイ,1M,3980
374,1993-02-19,ザードの伝説2 偽神の領域,ビック東海,4M,4900
375,1993-02-26,ONI III 黒の破壊神,バンプレスト,2M,4980
376,1993-02-26,高橋名人の冒険島III,ハドソン,2M,3800
377,1993-02-26,バートのサバイバルキャンプ,アクレイムジャパン,1M,3980
378,1993-02-26,バーニング・ペーパー,ジー・アミューズメンツ,1M,3200
379,1993-03-12,CULT MASTER ウルトラマンに魅せられて,バンダイ,2M,3800
380,1993-03-19,キラートマト,アルトロン,1M,4500
381,1993-03-19,ザ・キックボクシング,マイクロワールド,2M,4200
382,1993-03-19,サンリオカーニバル2,キャラクターソフト,512K,3296
383,1993-03-19,GBバスケットボール,イマジニア,1M,3900
384,1993-03-19,ダブル役満,バップ,1M,4500
385,1993-03-19,モンスターメーカー2 ウルの秘剣,ソフエル,2M,4980
386,1993-03-26,アウトバースト,コナミ,2M,4000
387,1993-03-26,GIキング! 三匹の予想屋,ビック東海,512K,5900
388,1993-03-26,ミロンの迷宮組曲,ハドソン,1M,3800
389,1993-04-09,クレヨンしんちゃん “オラとシロはお友達だよ”,バンダイ,1M,3500
390,1993-04-16,NBAオールスターチャレンジ2,アクレイムジャパン,1M,3900
391,1993-04-16,魔界村外伝 THE DEMON DARKNESS,カプコン,2M,3500
392,1993-04-23,ミッキーマウスIV 魔法のラビリンス,KEMCO,1M,3900
393,1993-05-21,WWFスーパースターズ2,ホット・ビィ,1M,3980
394,1993-05-21,妖精物語ロッドランド,ジャレコ,512K,3900
395,1993-05-28,鈴木亜久里のF-1スーパードライビング,ロジーク,2M,3900
396,1993-05-28,バブルボブルジュニア,タイトー,1M,3600
397,1993-05-28,ポピュラス外伝,イマジニア,1M,4900
398,1993-06-06,ゼルダの伝説 夢をみる島,任天堂,4M,3900
399,1993-06-18,パチスロキッズ,ココナッツジャパン,1M,3980
400,1993-06-25,スプリッツ 似顔絵15ゲーム,イマジニア,512K,3900
401,1993-06-25,ブービーボーイズ,ニチブツ,2M,3800
402,1993-07-09,エイリアン3,アクレイムジャパン,1M,3980
403,1993-07-16,びっくり熱血新記録! どこでも金メダル,テクノスジャパン,2M,3800
404,1993-07-16,マイケル・ジョーダン ONE ON ONE,エレクトロニック・アーツ・ビクター,512K,3900
405,1993-07-20,ゴッドメディスン ファンタジー世界の誕生,コナミ,2M,4500
406,1993-07-23,ああ播磨灘,アスク講談社,1M,4500
407,1993-07-23,Jカップサッカー,ジャレコ,1M,3900
408,1993-07-23,ジミー コナーズのプロテニスツアー,ミサワエンターテイメント,512K,3900
409,1993-07-23,MYSTERIUM,バップ,1M,4500
410,1993-07-23,幽☆遊☆白書,トミー,2M,3980
411,1993-07-30,主役戦隊アイレムファイター,アイレム,2M,3800
412,1993-07-30,的中ラッシュ,日本クラリービジネス,512K,6900
413,1993-07-30,鉄球ファイト! ザ・グレイトバトル外伝,バンプレスト,1M,3980
414,1993-08-06,ソルダム,ジャレコ,1M,3900
415,1993-08-06,らんま1/2 格劇問答!!,バンプレスト,2M,3980
416,1993-08-08,桃太郎電劇,ハドソン,2M,4500
