id,release_date,title,publisher,bit_memory,price
85,1998-10-30,CITY TOUR GRANDPRIX ～全日本GT選手権～,イマジニア,128M,6800
86,1998-11-13,TETRIS64,セタ,64M,4980
87,1998-11-20,マジカル テトリス チャレンジ featuring ミッキー,カプコン,128M,6800
88,1998-11-21,ゼルダの伝説 時のオカリナ,任天堂,256M,6800
89,1998-11-27,ウェットリス,イマジニア,64M,5800
90,1998-11-27,ナイフエッジ～ノーズガンナー～,ケムコ,64M,6980
91,1998-11-27,ぬし釣り64,パック・イン・ソフト,128M,6800
92,1998-12-02,マリオのふぉとぴー,ハギワラシスコム,128M,9800
93,1998-12-04,ゲッターラブ!! ～ちょー恋愛パーティーゲーム～,ハドソン,96M,6800
94,1998-12-06,バンジョーとカズーイの大冒険,任天堂,128M,6800
95,1998-12-11,ドラえもん2 のび太と光の神殿,エポック社,96M,6800
96,1998-12-11,ファイティングカップ,イマジニア,96M,6800
97,1998-12-12,ピカチュウげんきでちゅう,任天堂,128M,9800
98,1998-12-18,AI将棋3 NINTENDO64版,アスキーサムシンググッド,64M,7800
99,1998-12-18,BUCK BUMBLE,UBIソフト,96M,6800
100,1998-12-18,F-1 World Grandprix,任天堂,96M,5800
101,1998-12-18,KING HILL64 -エクストリームスノーボーディング-,ケムコ,96M,6980
102,1998-12-18,マリオパーティ,任天堂,256M,5800
103,1998-12-23,がんばれゴエモン でろでろ道中オバケてんこ盛り,コナミ,128M,7800
104,1998-12-24,爆笑人生64 めざせ!リゾート王,タイトー,96M,6800
105,1998-12-25,カメレオンツイスト2,日本システムサプライ,96M,6300
106,1998-12-26,SNOW SPEEDER,イマジニア,96M,6800
107,1998-12-26,新日本プロレスリング 闘魂炎導2 -the next generation-,ハドソン,256M,6800
108,1999-01-15,Jリーグ タクティクス・サッカー,アスキー,96M,7800
109,1999-01-21,ニンテンドウオールスター!大乱闘 スマッシュブラザーズ,任天堂,128M,5800
110,1999-01-29,Parlor!PRO64 パチンコ実機シミュレーションゲーム,日本テレネット,96M,6980
111,1999-01-29,SD飛龍の拳伝説,カルチャーブレーン,96M,6480
112,1999-02-05,牧場物語2,パック・イン・ソフト,128M,6800
113,1999-02-19,超スノボキッズ,アトラス,128M,6800
114,1999-03-05,パズルボブル64,タイトー,64M,4800
115,1999-03-11,悪魔城ドラキュラ黙示録,コナミ,96M,7800
116,1999-03-19,64大相撲2,ボトムアップ,128M,6980
117,1999-03-19,TOP GEAR OVERDRIVE,ケムコ,96M,6980
118,1999-03-19,人生ゲーム64,タカラ,128M,6800
119,1999-03-19,超空間ナイター プロ野球キング2,イマジニア,128M,6800
120,1999-03-21,ポケモンスナップ,任天堂,128M,6800
121,1999-03-25,実況パワフルプロ野球6,コナミ,128M,7800
122,1999-03-26,スーパーボウリング,アテナ,64M,6800
123,1999-04-09,おねがいモンスター,ボトムアップ,128M,6980
124,1999-04-28,実況G1ステイブル,コナミ,128M,7800
125,1999-04-30,ポケモンスタジアム2,任天堂,256M,5800
126,1999-05-28,ラストレジオンUX,ハドソン,96M,6800
127,1999-06-03,NBA IN THE ZONE 2,コナミ,96M,7800
128,1999-06-11,ズール～魔獣使い伝説～,イマジニア,96M,6800
129,1999-06-11,マリオゴルフ64,任天堂,192M,6800
130,1999-06-18,バイオレンスキラー ～TUROK NEW GENERATION～,gemzi,256M,7800
131,1999-06-25,新世紀エヴァンゲリオン,バンダイ,256M,8800
132,1999-07-09,エルテイルモンスターズ,イマジニア,128M,6800
133,1999-07-14,オウガバトル64 Person of Lordly Caliber,任天堂,320M,7800
134,1999-07-16,PDウルトラマンバトルコレクション64,バンダイ,256M,6800
135,1999-07-21,スターウォーズ エピソード1レーサー,任天堂,256M,6800
136,1999-07-29,実況Jリーグ1999 パーフェクトストライカー2,コナミ,128M,7800
137,1999-07-30,ロードランナー3D,バンプレスト,64M,6800
138,1999-07-30,電車でGO!64,タイトー,256M,6800
139,1999-08-05,HYBRID HEAVEN,コナミ,128M,7800
140,1999-08-06,Rally'99,イマジニア,64M,6800
141,1999-08-13,SHADOWGATE64,ケムコ,128M,6980
142,1999-08-27,スターウォーズ 出撃!ローグ中隊,任天堂,128M,6800
143,1999-08-27,格闘伝承～F-CUP MANIAX～,イマジニア,128M,6800
144,1999-09-03,爆裂無敵バンガイオー,トレジャー,96M,5800
145,1999-09-10,エクストリームG2,アクレイムジャパン,96M,5800
146,1999-09-23,WIN BACK,コーエー,128M,7800
147,1999-10-01,トランスフォーマー ビーストウォーズメタルス64,タカラ,96M,7800
148,1999-10-14,V-RALLY EDITION 99,スパイク,64M,7800
149,1999-10-22,夜光虫2～殺人行路～,アテナ,256M,6800
150,1999-10-29,スーパーロボット大戦64,バンプレスト,256M,7800
151,1999-11-05,64花札～天使の約束～,アルトロン,64M,6800
152,1999-11-05,プロ麻雀 兵64 雀荘バトルに挑戦,カルチャーブレーン,64M,6480
153,1999-11-26,ビートルアドベンチャーレーシング,エレクトロニック・アーツ・スクウェア,128M,6800
154,1999-12-01,スターツインズ,任天堂,256M,6800
155,1999-12-03,ぷよぷよ～んパーティ,コンパイル,96M,5980
156,1999-12-03,爆ボンバーマン2,ハドソン,128M,6800
157,1999-12-08,カスタムロボ,任天堂,128M,6800
158,1999-12-10,ドンキーコング64,任天堂,256M,7800
159,1999-12-11,巨人のドシン1,ランドネットDD, ,4500
160,1999-12-11,マリオアーティスト ペイントスタジオ,ランドネットDD, ,5500
161,1999-12-17,マリオパーティ2,任天堂,256M,5800
162,1999-12-24,チョロQ64 2ハチャメチャグランプリレース,タカラ,96M,6800
163,1999-12-24,ロボットポンコッツ64七つの海のカラメル,ハドソン,256M,6800
164,1999-12-25,ゴエモンもののけ双六,コナミ,128M,7800
165,1999-12-25,悪魔城ドラキュラ黙示録外伝～レジェンド オブ コーネル～,コナミ,128M,7800
166,2000-01-28,バーチャル・プロレス２ ～王道継承～,アスミック・エース・エンタテインメント,256M,6980
167,2000-01-28,バイオハザード２,カプコン,512M,7800
168,2000-02-04,トップギア・ラリー２,ケムコ,96M,6980
169,2000-02-23,シムシティー64,任天堂, ,4500
170,2000-02-23,マリオアーティスト タレントスタジオ,任天堂, ,6500
171,2000-03-17,ＴＯＰ ＧＥＡＲ ＨＹＰＥＲ－ＢＩＫＥ,ケムコ,128M,6980
172,2000-03-24,星のカービィ６４,任天堂,256M,6800
173,2000-03-31,糸井重里のバス釣りＮｏ．１ 決定版！,任天堂,128M,6800
174,2000-04-07,ガントレットレジェンド,エポック社,128M,6800
175,2000-04-07,大刀 ～ＤＡＩＫＡＴＡＮＡ～,ケムコ,128M,6980
176,2000-04-21,F-ZERO X エクスパンションキット,任天堂, ,2200
177,2000-04-21,井出洋介の麻雀塾,セタ,96M,5800
178,2000-04-21,忍たま乱太郎64ゲームギャラリー,カルチャーブレーン,64M,6480
179,2000-04-27,ゼルダの伝説　ムジュラの仮面,任天堂,256M,5800
180,2000-04-28,Bass Rush～ECOGEAR,ビスコ,224M,7800
181,2000-04-29,実況パワフルプロ野球2000,コナミ,128M,7800
182,2000-05-02,日本プロゴルフツアー64,メディアファクトリー,3500
183,2000-05-17,巨人のドシン解放戦線チビッコチッコ大集合,ランドネットDD, ,3333
184,2000-05-26,ぬし釣り64～潮風にのって～,ビクターインタラクティブソフトウェア,224M,6800
185,2000-06-23,エキサイトバイク64,任天堂,128M,6800
186,2000-06-29,マリオアーティスト コミュニケーションキット,ランドネットDD, ,3500
187,2000-07-13,がんばれ！ニッポン！オリンピック2000,コナミ,96M,7800
188,2000-07-21,マリオテニス64,任天堂,128M,6800
189,2000-07-28,ドラえもん3 のび太の町SOS!,エポック社,128M,6800
190,2000-08-11,マリオストーリー,任天堂,320M,6800
191,2000-08-29,マリオアーティスト ポリゴンスタジオ,ランドネットDD, ,0
192,2000-09-15,WWFレッスルマニア2000,アスミック・エース・エンタテインメント,224M,8800
193,2000-09-27,不思議ダンジョン風来のシレン2～鬼襲来シレン城～,チュンソフト,256M,6800
194,2000-10-21,パーフェクトダーク,任天堂,256M,5800
195,2000-11-10,カスタムロボV2,任天堂,128M,6800
196,2000-11-21,罪と罰～地球の継承者～,任天堂,256M,5800
197,2000-11-22,ロックマンDASH　鋼の冒険心,カプコン,256M,6800
198,2000-11-27,バンジョーとカズーイの大冒険２,任天堂,256M,6800
199,2000-11-30,DANCE DANCE REVOLUTION ディズニーダンシングミュージアム,コナミ,196M,7800
200,2000-12-07,マリオパーティ３,任天堂,256M,5800
201,2000-12-14,ポケモンスタジアム 金・銀,任天堂,512M,6800
202,2001-01-21,ミッキーのレーシングチャレンジUSA,任天堂,256M,6800
203,2001-03-29,実況パワフルプロ野球Basic版２００１,コナミ,128M,6800
204,2001-04-06,ハムスター物語64,カルチャーブレーン,96M,6480
205,2001-04-14,どうぶつの森,任天堂,128M,5800
206,2001-08-10,ダービースタリオン64,メディアファクトリー,256M,6800
207,2001-12-20,ボンバーマン64,ハドソン,96M,5800
